學校代碼,學校名稱,等級別,等級名稱,日夜別,日夜別名稱,群別代碼,群別名稱,科系代碼,科系名稱,一年級班級數,二年級班級數,三年級班級數,四年級班級數,一年級男學生數,一年級女學生數,二年級男學生數,二年級女學生數,三年級男學生數,三年級女學生數,四年級男學生數,四年級女學生數,延修生男學生數,延修生女學生數,上學年畢業生數男,上學年畢業生數女
30407,國立中壢高商,M,綜合高中,D,日間部,26,商業與管理群,F04,商業服務,0,0,1,0,0,0,0,0,7,12,0,0,0,0,7,26
30407,國立中壢高商,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,4,4,4,0,65,96,50,106,64,90,0,0,0,0,50,117
30407,國立中壢高商,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,5,5,5,0,48,150,47,146,54,136,0,0,0,0,45,156
30407,國立中壢高商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,3,3,3,0,55,68,68,51,80,42,0,0,0,0,55,63
30407,國立中壢高商,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,2,2,2,0,12,18,15,12,16,10,0,0,0,0,16,12
30408,國立中壢家商,C,進修部(學校),N,夜間部,26,商業與管理群,401,商業經營科,1,1,1,0,0,15,0,13,0,16,0,0,0,0,0,26
30408,國立中壢家商,C,進修部(學校),N,夜間部,31,家政群,502,服裝科,1,1,1,0,0,17,0,14,0,21,0,0,0,0,0,27
30408,國立中壢家商,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,2,2,2,0,0,76,0,68,0,73,0,0,0,0,0,73
30408,國立中壢家商,V,專業群(職業)科,D,日間部,26,商業與管理群,403,會計事務科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
30408,國立中壢家商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,0,36,0,35,0,38,0,0,0,0,0,38
30408,國立中壢家商,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,0,75,0,73,0,70,0,0,0,0,0,0
30408,國立中壢家商,V,專業群(職業)科,D,日間部,31,家政群,501,家政科,2,2,2,0,0,74,0,80,0,77,0,0,0,0,0,83
30408,國立中壢家商,V,專業群(職業)科,D,日間部,31,家政群,502,服裝科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
30408,國立中壢家商,V,專業群(職業)科,D,日間部,31,家政群,515,流行服飾科,1,1,2,0,0,40,0,36,0,68,0,0,0,0,0,0
030G92,國立桃園農工進校分校,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,0,0,28,0,17,0,0,0,0,0,0,0,0,0
030G92,國立桃園農工進校分校,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,2,1,1,0,74,0,22,0,4,0,0,0,0,0,0,0
31301,私立漢英高中,H,普通科,D,日間部,11,學術群,101,普通科,2,2,1,0,35,29,48,21,6,1,0,0,5,0,7,4
31301,私立漢英高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,24,0,23,0,23,0,0,0,0,0,23,0
31301,私立漢英高中,J,附設國中部,D,日間部,,,0,國中部,1,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0
31301,私立漢英高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4
31301,私立漢英高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,1,0,1,0,2,5,0,0,2,9,0,0,0,0,4,2
31301,私立漢英高中,V,專業群(職業)科,D,日間部,26,商業與管理群,426,流通管理科,0,1,1,0,0,0,9,0,9,3,0,0,0,0,6,4
31301,私立漢英高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,1,0,0,0,8,6,0,0,0,0,0,0,0,1,9,9
31301,私立漢英高中,V,專業群(職業)科,D,日間部,31,家政群,504,美容科,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
31301,私立漢英高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,1,0,1,0,1,4,0,0,0,9,0,0,0,0,2,9
31309,桃園市育達高中,C,進修部(學校),N,夜間部,26,商業與管理群,402,國際貿易科,2,2,2,0,38,41,54,46,37,50,0,0,0,0,54,38
31309,桃園市育達高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,6,5,5,0,108,75,156,93,102,80,0,0,0,0,127,70
31309,桃園市育達高中,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,3,3,3,0,53,34,50,41,77,26,0,0,0,0,67,38
31309,桃園市育達高中,C,進修部(學校),N,夜間部,31,家政群,504,美容科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,82
31309,桃園市育達高中,C,進修部(學校),N,夜間部,31,家政群,516,時尚造型科,3,3,2,0,11,71,23,92,17,79,0,0,0,0,0,0
31309,桃園市育達高中,E,實用技能學程,D,日間部,28,設計群,M03,廣告技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25
31309,桃園市育達高中,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,1,1,1,0,24,28,31,21,26,25,0,0,0,0,25,25
31309,桃園市育達高中,E,實用技能學程,D,日間部,36,美容造型群,N06,美髮造型科,0,1,1,0,0,0,7,31,3,26,0,0,0,0,0,0
31309,桃園市育達高中,E,實用技能學程,D,日間部,36,美容造型群,N11,美顏技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44
31309,桃園市育達高中,E,實用技能學程,D,日間部,36,美容造型群,N12,美容造型科,2,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0
31309,桃園市育達高中,H,普通科,D,日間部,11,學術群,101,普通科,5,6,5,0,109,116,135,135,111,106,0,0,0,0,123,108
31309,桃園市育達高中,M,綜合高中,D,日間部,23,電機與電子群,C02,資訊技術,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
31309,桃園市育達高中,M,綜合高中,D,日間部,32,餐旅群,J01,餐飲服務,0,2,2,0,0,0,56,43,52,34,0,0,0,0,0,0
31309,桃園市育達高中,M,綜合高中,D,日間部,28,設計群,V01,廣告設計,0,1,1,0,0,0,18,28,18,24,0,0,0,0,0,0
31309,桃園市育達高中,M,綜合高中,D,日間部,27,外語群,X11,應用英語,0,1,1,0,0,0,14,33,15,29,0,0,0,0,41,95
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,3,3,3,0,147,0,142,2,123,3,0,0,0,0,118,2
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,1,1,1,0,19,31,15,34,17,31,0,0,0,0,39,55
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,1,1,1,0,16,33,9,39,15,31,0,0,0,0,30,60
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,26,商業與管理群,403,會計事務科,1,1,1,0,12,36,13,35,10,33,0,0,0,0,10,38
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,3,3,4,0,75,70,77,66,96,76,0,0,0,0,113,89
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,3,3,3,0,38,116,40,104,30,97,0,0,0,0,29,63
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,2,0,0,0,34,65,0,0,0,0,0,0,0,0,0,0
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,4,3,3,0,108,95,63,84,54,71,0,0,0,0,87,103
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),3,2,2,0,36,109,35,61,33,59,0,0,0,0,0,0
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),2,2,1,0,37,59,21,75,13,35,0,0,0,0,0,0
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,26,商業與管理群,426,流通管理科,0,1,1,0,0,0,20,28,22,21,0,0,0,0,0,0
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,2,1,1,0,44,60,18,30,17,25,0,0,0,0,27,18
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,3,3,3,0,4,143,2,142,0,117,0,0,0,0,0,126
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,31,家政群,504,美容科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48
31309,桃園市育達高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,2,2,2,0,10,96,6,87,5,73,0,0,0,0,0,0
31310,私立六和高中,H,普通科,D,日間部,11,學術群,101,普通科,4,4,4,0,82,98,94,87,85,67,0,0,0,0,108,72
31310,私立六和高中,J,附設國中部,D,日間部,,,0,國中部,11,11,11,0,260,235,256,240,267,221,0,0,0,0,245,206
31310,私立六和高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,48,2,43,4,47,0,0,0,0,0,40,2
31310,私立六和高中,V,專業群(職業)科,D,日間部,21,機械群,360,機電科,2,2,2,0,98,1,86,1,88,0,0,0,0,0,86,0
31310,私立六和高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,0,1,0,0,0,0,0,20,20,0,0,0,0,13,19
31310,私立六和高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),1,1,1,0,23,27,14,35,17,29,0,0,0,0,18,30
31310,私立六和高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),1,1,1,0,18,31,15,33,14,31,0,0,0,0,18,33
31310,私立六和高中,V,專業群(職業)科,D,日間部,28,設計群,431,多媒體應用科,1,1,0,0,27,22,32,16,0,0,0,0,0,0,0,0
31311,桃園市復旦高中,H,普通科,D,日間部,11,學術群,101,普通科,12,12,12,0,292,252,275,265,274,265,0,0,0,0,311,194
31311,桃園市復旦高中,J,附設國中部,D,日間部,,,0,國中部,12,12,12,0,298,244,289,254,299,249,0,0,0,0,291,267
31311,桃園市復旦高中,V,專業群(職業)科,D,日間部,31,家政群,503,幼兒保育科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
31312,桃園市治平高中,C,進修部(學校),N,夜間部,11,學術群,101,普通科,2,2,2,0,71,27,52,31,79,12,0,0,0,0,0,0
31312,桃園市治平高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,1,1,1,0,41,4,39,9,43,3,0,0,0,0,28,0
31312,桃園市治平高中,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,1,1,1,0,48,1,48,1,32,0,0,0,0,0,40,0
31312,桃園市治平高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,2,2,1,0,39,24,51,31,32,18,0,0,0,0,18,15
31312,桃園市治平高中,C,進修部(學校),N,夜間部,27,外語群,421,應用外語科(日文組),0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
31312,桃園市治平高中,C,進修部(學校),N,夜間部,31,家政群,516,時尚造型科,1,1,1,0,13,36,6,34,0,36,0,0,0,0,0,43
31312,桃園市治平高中,E,實用技能學程,D,日間部,23,電機與電子群,L03,水電技術科,1,1,0,0,51,0,45,2,0,0,0,0,0,0,0,0
31312,桃園市治平高中,E,實用技能學程,N,夜間部,23,電機與電子群,L03,水電技術科,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0
31312,桃園市治平高中,E,實用技能學程,D,日間部,23,電機與電子群,L29,電機修護科,2,2,2,0,104,0,87,0,87,2,0,0,0,0,82,0
31312,桃園市治平高中,E,實用技能學程,D,日間部,23,電機與電子群,L37,微電腦修護科,1,1,1,0,49,3,46,1,43,1,0,0,0,0,36,3
31312,桃園市治平高中,E,實用技能學程,D,日間部,26,商業與管理群,M09,商用資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28
31312,桃園市治平高中,E,實用技能學程,D,日間部,26,商業與管理群,M29,多媒體技術科,1,1,1,0,26,26,24,26,18,27,0,0,0,0,0,0
31312,桃園市治平高中,E,實用技能學程,N,夜間部,26,商業與管理群,M29,多媒體技術科,1,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0
31312,桃園市治平高中,E,實用技能學程,D,日間部,36,美容造型群,N11,美顏技術科,3,2,2,0,14,145,3,84,0,85,0,0,0,0,0,79
31312,桃園市治平高中,E,實用技能學程,N,夜間部,36,美容造型群,N11,美顏技術科,0,1,0,0,0,0,4,16,0,0,0,0,0,0,0,0
31312,桃園市治平高中,H,普通科,D,日間部,11,學術群,101,普通科,8,8,6,0,192,169,185,157,139,130,0,0,0,0,179,112
31312,桃園市治平高中,J,附設國中部,D,日間部,,,0,國中部,8,8,7,0,190,168,185,154,183,151,0,0,0,0,190,140
31312,桃園市治平高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,4,3,3,0,94,98,63,66,49,68,0,0,0,0,36,43
31312,桃園市治平高中,M,綜合高中,D,日間部,23,電機與電子群,C02,資訊技術,0,1,1,0,0,0,30,10,17,9,0,0,0,0,17,3
31312,桃園市治平高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,0,0,0,0,0,9,13,8,10,0,0,0,0,10,12
31312,桃園市治平高中,M,綜合高中,D,日間部,32,餐旅群,J05,運動與休閒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,4,4,4,0,193,5,175,11,163,4,0,0,0,0,156,7
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,4,4,4,0,203,1,176,2,174,0,0,0,0,0,183,0
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,3,4,4,0,57,88,70,119,74,107,0,0,0,0,66,102
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),4,4,4,0,53,145,41,149,42,135,0,0,0,0,41,144
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),3,3,3,0,31,123,36,105,32,94,0,0,0,0,41,95
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,2,1,1,0,54,42,22,26,15,26,0,0,0,0,23,23
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,31,家政群,513,時尚模特兒科,0,0,1,0,0,0,0,0,6,34,0,0,0,0,10,27
31312,桃園市治平高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,3,3,2,0,11,144,11,124,0,84,0,0,0,0,0,83
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,1,1,1,0,38,4,27,0,22,1,0,0,0,0,29,1
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,28,設計群,406,廣告設計科,1,1,1,0,12,15,24,16,16,20,0,0,0,0,14,20
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,32,餐旅群,407,觀光事業科,1,1,1,0,20,24,22,21,24,21,0,0,0,0,19,16
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,27,外語群,419,應用外語科(英文組),0,1,1,0,0,0,15,22,11,17,0,0,0,0,11,14
31313,桃園市振聲高中,C,進修部(學校),N,夜間部,26,商業與管理群,425,電子商務科,1,1,1,0,19,16,15,20,16,19,0,0,0,0,0,0
31313,桃園市振聲高中,H,普通科,D,日間部,11,學術群,101,普通科,7,7,7,0,134,183,150,165,138,175,0,0,0,0,134,144
31313,桃園市振聲高中,J,附設國中部,D,日間部,,,0,國中部,9,9,9,0,228,205,209,223,225,204,0,0,0,0,222,201
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,2,2,0,96,5,90,7,88,7,0,0,0,0,81,9
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,1,1,1,0,14,37,19,32,23,25,0,0,0,0,15,34
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,1,1,1,0,15,34,13,35,16,32,0,0,0,0,13,36
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,2,2,2,0,29,75,23,83,24,73,0,0,0,0,25,73
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,2,2,2,0,32,72,32,71,24,70,0,0,0,0,31,68
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,32,69,21,74,22,69,0,0,0,0,17,78
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,2,2,2,0,51,46,42,52,46,47,0,0,0,0,0,0
31313,桃園市振聲高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,2,2,2,0,34,68,32,65,32,64,0,0,0,0,43,61
31317,私立光啟高中,C,進修部(學校),N,夜間部,21,機械群,301,機械科,1,1,1,0,36,0,29,3,37,0,0,0,0,0,14,0
31317,私立光啟高中,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,22,2,23,0,20,0,0,0,0,0,19,0
31317,私立光啟高中,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0
31317,私立光啟高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,6,12,11,13,0,0,0,0,16,11
31317,私立光啟高中,C,進修部(學校),N,夜間部,32,餐旅群,407,觀光事業科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
31317,私立光啟高中,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,24,20,25,12,23,22,0,0,0,0,23,15
31317,私立光啟高中,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0
31317,私立光啟高中,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,1,1,2,0,22,25,17,16,42,36,0,0,0,0,35,37
31317,私立光啟高中,H,普通科,D,日間部,11,學術群,101,普通科,2,2,2,0,60,16,44,24,40,9,0,0,0,0,0,0
31317,私立光啟高中,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,1,0,0,0,37,0,0,0,0,0,0,0,0,0,48,16
31317,私立光啟高中,M,綜合高中,D,日間部,21,機械群,A01,機械技術,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
31317,私立光啟高中,M,綜合高中,D,日間部,21,機械群,A04,機械製圖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3
31317,私立光啟高中,M,綜合高中,D,日間部,22,動力機械群,B01,汽車技術,0,0,1,0,0,0,0,0,23,0,0,0,1,0,77,3
31317,私立光啟高中,M,綜合高中,D,日間部,23,電機與電子群,C02,資訊技術,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2
31317,私立光啟高中,M,綜合高中,D,日間部,23,電機與電子群,C03,電機技術,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
31317,私立光啟高中,M,綜合高中,D,日間部,26,商業與管理群,F01,資訊應用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15
31317,私立光啟高中,M,綜合高中,D,日間部,26,商業與管理群,F14,電腦平面動畫,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
31317,私立光啟高中,M,綜合高中,D,日間部,32,餐旅群,J01,餐飲服務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,37
31317,私立光啟高中,M,綜合高中,D,日間部,32,餐旅群,J07,觀光事務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25
31317,私立光啟高中,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,2,2,0,69,1,73,3,78,1,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,2,1,1,0,87,1,43,1,47,0,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,2,2,2,0,56,3,55,5,48,6,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,1,1,1,0,44,0,39,0,39,0,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,17,25,24,17,17,18,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,1,1,1,0,13,10,10,20,22,23,0,0,0,0,0,0
31317,私立光啟高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,4,4,3,0,105,66,102,53,69,60,0,0,0,0,0,0
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,52,1,45,5,47,3,0,0,0,0,0,0
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,0,0,1,0,0,0,0,0,34,14,0,0,0,0,26,19
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,31,20,28,22,25,25,0,0,0,0,70,29
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,28,設計群,512,室內設計科,0,1,1,0,0,0,37,13,26,18,0,0,0,0,25,12
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,31,家政群,516,時尚造型科,1,1,1,0,10,41,15,28,7,41,0,0,0,0,7,43
31318,桃園市啟英高中,C,進修部(學校),N,夜間部,35,藝術群,816,電影電視科,1,1,1,0,23,28,23,26,22,22,0,0,0,0,17,24
31318,桃園市啟英高中,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,2,2,2,0,112,0,97,0,100,2,0,0,1,0,95,0
31318,桃園市啟英高中,E,實用技能學程,N,夜間部,22,動力機械群,L01,汽車修護科,1,0,0,0,52,1,0,0,0,0,0,0,0,0,52,0
31318,桃園市啟英高中,E,實用技能學程,D,日間部,23,電機與電子群,L37,微電腦修護科,1,1,0,0,52,2,49,2,0,0,0,0,0,0,0,0
31318,桃園市啟英高中,E,實用技能學程,D,日間部,26,商業與管理群,M03,廣告技術科,1,1,1,0,26,26,21,30,22,28,0,0,0,0,0,0
31318,桃園市啟英高中,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,1,1,1,0,25,34,20,35,22,26,0,0,0,0,17,31
31318,桃園市啟英高中,E,實用技能學程,N,夜間部,32,餐旅群,M17,餐飲技術科,2,2,2,0,60,46,65,38,51,36,0,0,0,0,52,22
31318,桃園市啟英高中,E,實用技能學程,D,日間部,26,商業與管理群,M29,多媒體技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,18
31318,桃園市啟英高中,E,實用技能學程,D,日間部,36,美容造型群,N05,美髮技術科,1,1,1,0,10,46,15,27,3,44,0,0,0,0,6,36
31318,桃園市啟英高中,E,實用技能學程,N,夜間部,36,美容造型群,N05,美髮技術科,0,1,1,0,0,0,17,28,14,23,0,0,0,0,3,26
31318,桃園市啟英高中,E,實用技能學程,D,日間部,36,美容造型群,N12,美容造型科,1,1,0,0,2,48,4,39,0,0,0,0,0,0,0,0
31318,桃園市啟英高中,H,普通科,D,日間部,11,學術群,101,普通科,4,4,4,0,98,84,94,87,105,75,0,0,0,0,104,83
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,3,3,3,0,161,3,150,4,142,0,0,0,0,0,135,1
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,3,3,3,0,142,4,139,2,129,7,0,0,0,0,173,12
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,2,2,2,0,55,45,55,40,48,46,0,0,0,0,72,74
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,3,3,3,0,65,89,67,74,55,81,0,0,0,0,46,101
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,32,餐旅群,408,餐飲管理科,6,6,6,0,165,155,150,141,156,132,0,0,0,0,134,144
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,34,65,29,67,27,66,0,0,0,0,14,33
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),2,2,2,0,34,67,37,50,13,38,0,0,0,0,10,35
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,2,2,2,0,61,41,58,37,53,38,0,0,0,0,29,17
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,28,設計群,512,室內設計科,2,2,2,0,66,39,46,49,45,45,0,0,0,0,22,29
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,31,家政群,516,時尚造型科,4,4,4,0,27,181,22,158,19,161,0,0,0,0,37,184
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,35,藝術群,802,音樂科,1,1,1,0,21,27,14,31,16,30,0,0,0,0,20,27
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,35,藝術群,816,電影電視科,1,1,1,0,13,42,11,35,16,31,0,0,0,0,31,58
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,35,藝術群,817,表演藝術科,2,1,1,0,20,82,10,36,17,30,0,0,0,0,0,0
31318,桃園市啟英高中,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,8,6,5,7,9,5,0,0,0,0,6,7
31319,桃園市清華高中,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,1,1,1,0,18,0,25,1,18,0,0,0,0,0,19,1
31319,桃園市清華高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,0,0,1,0,0,0,0,0,5,5,0,0,0,0,14,5
31319,桃園市清華高中,C,進修部(學校),N,夜間部,32,餐旅群,408,餐飲管理科,1,1,1,0,11,20,20,8,13,6,0,0,0,0,14,12
31319,桃園市清華高中,C,進修部(學校),N,夜間部,31,家政群,504,美容科,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,7
31319,桃園市清華高中,E,實用技能學程,D,日間部,30,食品群,K21,烘焙食品科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
31319,桃園市清華高中,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2
31319,桃園市清華高中,E,實用技能學程,D,日間部,23,電機與電子群,L03,水電技術科,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0
31319,桃園市清華高中,E,實用技能學程,D,日間部,22,動力機械群,L63,機車修護科,1,1,1,0,24,0,28,0,21,3,0,0,0,0,0,0
31319,桃園市清華高中,E,實用技能學程,D,日間部,32,餐旅群,M17,餐飲技術科,1,1,1,0,12,9,24,21,16,28,0,0,0,0,14,18
31319,桃園市清華高中,E,實用技能學程,D,日間部,36,美容造型群,N05,美髮技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
31319,桃園市清華高中,H,普通科,D,日間部,11,學術群,101,普通科,1,1,1,0,6,6,10,8,9,13,0,0,0,0,0,0
31319,桃園市清華高中,J,附設國中部,D,日間部,,,0,國中部,1,1,1,0,14,5,10,17,14,20,0,0,0,0,23,12
