學年度,學校代碼,學校名稱,類別,等級別,國別代碼,國別名稱,科系代碼,科系名稱,學生總計,男學生,女學生,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,上學年畢業生總計,上學年度男畢業生,上學年度女畢業生
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,310501,心理學系, 6 , 4 , 2 , - , 1 , 1 , 1 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , 2 , - , 2 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,311003,勞工關係學系, 6 , 5 , 1 , 1 , - , 1 , - , 1 , 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,311007,犯罪防治學系, 4 , 2 , 2 , - , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,320102,傳播學系, 4 , 1 , 3 , - , - , - , 1 , - , 2 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,340201,會計與資訊科技學系, 5 , 1 , 4 , - , 2 , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,340301,企業管理學系, 6 , 2 , 4 , - , 2 , - , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,340501,財務金融學系, 3 , 1 , 2 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,380101,法律學系, 8 , 3 , 5 , - , 2 , - , 1 , 1 , - , 1 , 2 , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,380201,財經法律學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,420103,生命科學系, 6 , 3 , 3 , 2 , 1 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,440103,化學暨生物化學系, 5 , 2 , 3 , 1 , - , 1 , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,440208,地球與環境科學系, 2 , 1 , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,440301,物理學系, 3 , 3 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 2 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,460101,數學系, 5 , 4 , 1 , 1 , - , 2 , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,480109,資訊管理學系, 4 , 4 , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,520101,電機工程學系, 3 , 3 , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,520114,資訊工程學系, 7 , 5 , 2 , - , 1 , 3 , - , - , 1 , 1 , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,520126,通訊工程學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,520201,機械工程學系, 8 , 8 , - , 2 , - , 2 , - , 3 , - , 1 , - , - , - , - , - , - , - , - , - , 4 , 4 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,520401,化學工程學系, 5 , 3 , 2 , 1 , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),019,馬來西亞,760304,社會福利學系, 3 , - , 3 , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,310501,心理學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,340201,會計與資訊科技學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,340301,企業管理學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,520101,電機工程學系, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,520114,資訊工程學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),030,泰國,520401,化學工程學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),033,越南,311003,勞工關係學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),033,越南,340501,財務金融學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),033,越南,480109,資訊管理學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),033,越南,520201,機械工程學系, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),241,南非,760304,社會福利學系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),403,加拿大,220301,外國語文學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),403,加拿大,320102,傳播學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,A 僑生,B 學士(四年),414,尼加拉瓜,340301,企業管理學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),425,美國,340301,企業管理學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,B 學士(四年),425,美國,380201,財經法律學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,A 僑生,D 博士,019,馬來西亞,220201,中國文學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,D 博士,019,馬來西亞,520201,機械工程學系, 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,009,印尼,520114,資訊工程學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,013,日本,520114,資訊工程學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,015,南韓,311007,犯罪防治學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,019,馬來西亞,140101,教育學研究所, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,019,馬來西亞,220201,中國文學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,A 僑生,M 碩士,019,馬來西亞,220901,歷史學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,019,馬來西亞,320102,傳播學系, 1 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,A 僑生,M 碩士,019,馬來西亞,460101,數學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,140501,成人及繼續教育學系, 4 , 1 , 3 , - , - , 1 , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,220201,中國文學系, 7 , 1 , 6 , 1 , - , - , 3 , - , 2 , - , 1 , - , - , - , - , - , - , - , - , 2 , 2 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,220301,外國語文學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,220901,歷史學系, 3 , 3 , - , 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,221101,哲學系, 11 , 7 , 4 , 1 , 1 , 1 , 1 , 3 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,310101,經濟學系, 7 , 2 , 5 , 1 , 1 , - , - , - , 3 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,310201,政治學系, 4 , 4 , - , - , - , 1 , - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,310501,心理學系, 5 , 2 , 3 , - , 1 , - , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,311007,犯罪防治學系, 3 , 1 , 2 , - , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,320102,傳播學系, 2 , - , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,340201,會計與資訊科技學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,340501,財務金融學系, 2 , - , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,380201,財經法律學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,420103,生命科學系, 5 , 2 , 3 , - , - , - , 1 , - , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,440103,化學暨生物化學系, 4 , 2 , 2 , - , - , 2 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,440208,地球與環境科學系, 5 , 2 , 3 , - , 1 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,480109,資訊管理學系, 2 , 2 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,520114,資訊工程學系, 2 , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,520126,通訊工程學系, 2 , 2 , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,520201,機械工程學系, 4 , 3 , 1 , - , - , 1 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,520401,化學工程學系, 2 , 2 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,760304,社會福利學系, 2 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),060,香港,810302,運動競技學系, 4 , 2 , 2 , - , - , 1 , - , - , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,140501,成人及繼續教育學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,220201,中國文學系, 3 , 2 , 1 , 1 , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,220301,外國語文學系, 2 , - , 2 , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,220901,歷史學系, 4 , 3 , 1 , 1 , - , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,221101,哲學系, 9 , 7 , 2 , 1 , 1 , 2 , - , 1 , - , 2 , 1 , - , - , - , - , - , - , 1 , - , 2 , 2 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,310101,經濟學系, 8 , 6 , 2 , 3 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,310201,政治學系, 2 , 2 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,310501,心理學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,311003,勞工關係學系, 7 , 5 , 2 , 1 , - , 1 , - , 1 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , 3 , 3 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,311007,犯罪防治學系, 2 , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,320102,傳播學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,340201,會計與資訊科技學系, 3 , 1 , 2 , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,340301,企業管理學系, 4 , 3 , 1 , - , 1 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,340501,財務金融學系, 5 , 2 , 3 , - , 1 , 1 , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,380101,法律學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,380201,財經法律學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,420103,生命科學系, 5 , 2 , 3 , - , 1 , 2 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,440103,化學暨生物化學系, 6 , 2 , 4 , 1 , 1 , - , - , - , 1 , - , 2 , - , - , - , - , - , - , 1 , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,440208,地球與環境科學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,440301,物理學系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,460101,數學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,480109,資訊管理學系, 3 , 1 , 2 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,520101,電機工程學系, 3 , 3 , - , 1 , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,520114,資訊工程學系, 6 , 6 , - , - , - , 1 , - , 2 , - , 2 , - , - , - , - , - , - , - , 1 , - , 4 , 4 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,520126,通訊工程學系, 5 , 4 , 1 , - , 1 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,520201,機械工程學系, 10 , 8 , 2 , 3 , 2 , 2 , - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,520401,化學工程學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 2 , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,760304,社會福利學系, 5 , 2 , 3 , 1 , - , - , 2 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0013,國立中正大學,B 港澳生,B 學士(四年),070,澳門,810302,運動競技學系, 2 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,D 博士,060,香港,520101,電機工程學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,D 博士,070,澳門,140101,教育學研究所, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,D 博士,070,澳門,311007,犯罪防治學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,140501,成人及繼續教育學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,221101,哲學系, 2 , 1 , 1 , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,310201,政治學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,311007,犯罪防治學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,380101,法律學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,060,香港,760304,社會福利學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,070,澳門,220701,語言學研究所, 2 , 1 , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,070,澳門,310501,心理學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0013,國立中正大學,B 港澳生,M 碩士,070,澳門,340301,企業管理學系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,070,澳門,440103,化學暨生物化學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0013,國立中正大學,B 港澳生,M 碩士,070,澳門,520126,通訊工程學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,140101,教育學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,140302,工業科技教育學系, 2 , 1 , 1 , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,220308,英語學系, 2 , 1 , 1 , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,230303,工業設計學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,340305,事業經營學系, 2 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),009,印尼,480317,軟體工程與管理學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),013,日本,140302,工業科技教育學系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),013,日本,230303,工業設計學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),013,日本,340305,事業經營學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),015,南韓,230201,視覺設計學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,140101,教育學系, 4 , - , 4 , - , - , - , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 3 , 1 , 2 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,140315,體育學系, 4 , 4 , - , 1 , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , 2 , 1 , 1 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,140601,特殊教育學系, 2 , - , 2 , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , 2 , - , 2 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,210101,美術學系, 2 , - , 2 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,210401,音樂學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,220201,國文學系, 5 , 1 , 4 , - , 2 , 1 , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,220308,英語學系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,230201,視覺設計學系, 2 , 2 , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,230303,工業設計學系, 3 , 3 , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,310601,地理學系, 2 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,340305,事業經營學系, 3 , - , 3 , - , - , - , 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,420302,生物科技系, 2 , 1 , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,440101,化學系, 2 , 1 , 1 , 1 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,440301,物理學系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,460101,數學系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,480317,軟體工程與管理學系, 3 , 2 , 1 , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , 1 , - , - , - , - 
105,0014,國立高雄師範大學,A 僑生,B 學士(四年),019,馬來西亞,520103,電子工程學系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
